                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     89,                 1.1373,                0.93712,                 1.3644,                0.72248,                 0.6735,                0.72553,                0.39582,                 1.5673,                 1.1798,                 1.7521,              0.0046169,              0.0046169,              0.0046169
                     90,                 1.1306,                0.94305,                 1.3608,                0.78619,                  0.653,                0.73615,                0.41842,                 1.5459,                 1.1972,                 1.7577,               0.004555,               0.004555,               0.004555
                     91,                 1.1821,                0.96847,                 1.3819,                0.76442,                0.69874,                0.74689,                0.41538,                 1.5735,                 1.1632,                 1.7448,              0.0044931,              0.0044931,              0.0044931
                     92,                  1.136,                0.93221,                 1.3604,                0.74868,                0.68139,                0.74537,                0.41756,                 1.5532,                 1.1549,                 1.7263,              0.0044313,              0.0044313,              0.0044313
                     93,                 1.1284,                0.94504,                 1.3508,                0.75767,                0.68139,                0.73844,                0.39836,                 1.5839,                 1.1582,                 1.7739,              0.0043694,              0.0043694,              0.0043694
                     94,                 1.1137,                0.91979,                 1.3599,                0.75791,                0.68927,                0.74415,                0.41882,                 1.5839,                  1.156,                 1.7651,              0.0043075,              0.0043075,              0.0043075
                     95,                 1.1186,                0.90856,                 1.3426,                0.78211,                0.67373,                0.74861,                0.42489,                  1.537,                 1.1542,                 1.7146,              0.0042456,              0.0042456,              0.0042456
                     96,                 1.1238,                0.91458,                 1.3461,                0.76765,                0.69874,                0.74678,                0.40753,                 1.5867,                  1.156,                 1.8017,              0.0041837,              0.0041837,              0.0041837
                     97,                 1.1092,                0.89407,                  1.344,                0.78525,                0.67508,                 0.7573,                0.41572,                 1.5431,                 1.1183,                 1.7161,              0.0041219,              0.0041219,              0.0041219
                     98,                 1.1241,                0.90766,                 1.3353,                0.72286,                0.71136,                0.73785,                0.41508,                 1.5247,                 1.1456,                 1.7145,                0.00406,                0.00406,                0.00406
